206.168.142.132	1029	206-168-142-132.att.com	AT&T Corp.	AS7018				407 Proxy Authentication Required	
144.160.29.85	443	b2bsdcct.atttest.com;b2bsaccte.atttest.com;b2b.test.att.com;b2bsacct.atttest.com;b2bsdccte.atttest.com;b2be.test.att.com	AT&T Services, Inc.	AS797				Request Rejected	
144.160.29.87	443	b2b.att.com;b2bag.att.com;b2bsae.att.com;b2bsde.att.com;b2bage.att.com;b2bsa.att.com;b2bsd.att.com;b2be.att.com	AT&T Services, Inc.	AS797				Request Rejected	
144.160.29.88	443	b2b.att.com;b2bag.att.com;b2bsae.att.com;b2bsde.att.com;b2bage.att.com;b2bsa.att.com;b2bsd.att.com;b2be.att.com	AT&T Services, Inc.	AS797				Request Rejected	
12.194.22.45	443	sasvpdl.callvantage.att.com;sasvpdl4r3vdna.ncs.att.com;sasvpdlr3vdna.att.com;sasvpdl2r4vdna.ncs.att.com;sasvpdl3r4vdna.ncs.att.com;sasvpdl3r3vdna.ncs.att.com;sasvpdl2r3vdna.ncs.att.com;sasvpdlr2vdna.att.com;sasvpdlbr4vdna.att.com;sasvpdlb.callvantage.att.com;sasvpdlr4vdna.att.com;sasvpdl1r2vdna.ncs.att.com;sasvpdl3r2vdna.ncs.att.com;sasvpdl1r3vdna.ncs.att.com;sasvpdlat4gavdna.att.com;sasvpdl1r4vdna.ncs.att.com;sasvpdl4r2vdna.ncs.att.com;sasvpdl2r2vdna.ncs.att.com;sasvpdlbr2vdna.att.com;sasvpdl4r4vdna.ncs.att.com;sasvpdlbr3vdna.att.com	AT&T Worldnet Services	AS7018	Apache httpd			Restricted Page	
144.160.230.101	443	coreconnected.att.com	AT&T Services, Inc.	AS797					
32.65.198.150	443	vusnwoa2.attglobal.net;VUSNWOA2.att.com	AT&T Global Network Services, LLC	AS7018					
144.160.230.42	443	calltree.em.att.com	AT&T Services, Inc.	AS797					
12.194.22.82	443	sasvp.dvpn.bvoip.att.com;sasvpr4vdna.att.com;sasvp.r3.dvpn.bvoip.att.com;sasvpr3vdna.att.com;sasvpr4vdna.ncs.att.com;sasvpr2vdna.att.com;sasvpr3vdna.ncs.att.com;sasvpvdna.att.com;sasvp.r4.dvpn.bvoip.att.com;sasvpvdna.ncs.att.com	AT&T Worldnet Services	AS7018	Apache httpd			Restricted Page	
144.160.233.96	443	acm.teleconference.att.com	AT&T Services, Inc.	AS797					
144.160.29.80	443	b2bsduat.atttest.com;b2bdev.test.att.com;b2baguate.atttest.com;b2bagst.atttest.com;b2bdeve.test.att.com;b2bsauat.atttest.com;b2bagste.atttest.com;b2baguat.atttest.com;b2bsduate.atttest.com;b2bsauate.atttest.com	AT&T Services, Inc.	AS797				Request Rejected	
144.160.36.59	443	dcommng.att.com	AT&T Services, Inc.	AS797					
144.160.233.97	443	smacm.teleconference.att.com	AT&T Services, Inc.	AS797					
104.94.220.136	443	testaz.copyright.att.net;api.ato.cloud.att.com;mail-gaalpa1msl.exch.att.com;r-tst1.test-e.att.com;copyrightnew.stage.att.net;autodiscover.atttest.com;idprep-mpie.test-e.att.com;idp-mpie.test-e.att.com;failover-finalstage.att.com;cd.ato.cloud.att.com;dmp.test-e.att.com;pre-fs.att.com;bcmock.stage-e.att.com;secure-az-qc-test-e.cloud.att.com;stageaz-copyright.stage.att.net;biz-tst3.test-e.att.com;oidc.stage.blogin.att.com;mascert-nprd-eh-01.att.com;hdr3-oidc.test.att.com;m.stage.att.com;abshdr.test.att.com;review.attbelieves.com;idprep-fie.test-e.att.com;akastage-finalstage.att.com;bcst4.test.att.com;biz-tst1.test-e.att.com;brandcenter.test.att.com;lgw-dev-az.test.att.com;abshdr2.test.att.com;idpb2b-mpie.test-e.att.com;finalstage.att.com;bcuat2.stage-e.att.com;test6.att.com;tacs-ingress-test.att.com;troubleshoot-test2.test.att.com;csdktv.test.att.com;hdr-oidc.test.att.com;copyrightcms.stage.att.net;r-tst3.test-e.att.com;lgw-nprod-perf-az.test.att.com;aem-business.test-e.att.com;r-tst4.test-e.att.com;failover-fs.att.com;utf.stage.clogin.att.com;troubleshoot-test3.test.att.com;pre-finalstage.att.com;idc.test.att.com;akastage-identity.atttest.com;lgw-nprod-uat-az.test.att.com;idpb2b-fie.test-e.att.com;portal.ato.cloud.att.com;identity.atttest.com;boauthaccess.test.att.com;hdr2-oidc.test.att.com;r-tst2.test-e.att.com;biz-tst2.test-e.att.com;copyright-azeast.stage.att.net;dtv-auth.test.att.com;mail-cafrfd1msl.exch.att.com;aem-firstnet.test-e.att.com;in.ato.cloud.att.com;aem-preprodbusiness.test-e.att.com;bcuat4.stage-e.att.com;a104-94-220-136.deploy.static.akamaitechnologies.com;best-az.test.att.com;pre-brandcenter.test.att.com;bcuat3.stage-e.att.com;cdi.web.att.com;bcuat1.stage-e.att.com;idp-fie.test-e.att.com;tst.stage.att.com;globalsupplychain.test.att.com;premier.test.att.com;secure-az-stage-e.cloud.att.com;test2.att.com;utf.test.clogin.att.com;services-finalstage.att.com;test5.att.com;lgw-nprod-az.test.att.com;test3.att.com;fs.att.com;api-test-dmp.wireless.att.com;stageaz-copyright.att.net	Akamai Technologies, Inc.	AS33905	AkamaiGHost			Bad Request	
201.130.47.53	443	encuestabtl.att.com.mx	AT&T COMUNICACIONES DIGITALES S DE RL DE CV	AS28469				JBoss EAP 7	
104.94.222.144	443	testaz.copyright.att.net;api.ato.cloud.att.com;mail-gaalpa1msl.exch.att.com;r-tst1.test-e.att.com;copyrightnew.stage.att.net;autodiscover.atttest.com;idprep-mpie.test-e.att.com;idp-mpie.test-e.att.com;failover-finalstage.att.com;cd.ato.cloud.att.com;dmp.test-e.att.com;pre-fs.att.com;bcmock.stage-e.att.com;secure-az-qc-test-e.cloud.att.com;stageaz-copyright.stage.att.net;biz-tst3.test-e.att.com;oidc.stage.blogin.att.com;mascert-nprd-eh-01.att.com;hdr3-oidc.test.att.com;m.stage.att.com;abshdr.test.att.com;review.attbelieves.com;idprep-fie.test-e.att.com;akastage-finalstage.att.com;bcst4.test.att.com;biz-tst1.test-e.att.com;brandcenter.test.att.com;lgw-dev-az.test.att.com;abshdr2.test.att.com;idpb2b-mpie.test-e.att.com;finalstage.att.com;bcuat2.stage-e.att.com;test6.att.com;tacs-ingress-test.att.com;troubleshoot-test2.test.att.com;csdktv.test.att.com;hdr-oidc.test.att.com;copyrightcms.stage.att.net;r-tst3.test-e.att.com;lgw-nprod-perf-az.test.att.com;aem-business.test-e.att.com;r-tst4.test-e.att.com;failover-fs.att.com;utf.stage.clogin.att.com;troubleshoot-test3.test.att.com;pre-finalstage.att.com;idc.test.att.com;akastage-identity.atttest.com;lgw-nprod-uat-az.test.att.com;idpb2b-fie.test-e.att.com;portal.ato.cloud.att.com;identity.atttest.com;boauthaccess.test.att.com;hdr2-oidc.test.att.com;r-tst2.test-e.att.com;biz-tst2.test-e.att.com;copyright-azeast.stage.att.net;dtv-auth.test.att.com;mail-cafrfd1msl.exch.att.com;aem-firstnet.test-e.att.com;in.ato.cloud.att.com;aem-preprodbusiness.test-e.att.com;bcuat4.stage-e.att.com;best-az.test.att.com;pre-brandcenter.test.att.com;bcuat3.stage-e.att.com;cdi.web.att.com;bcuat1.stage-e.att.com;idp-fie.test-e.att.com;tst.stage.att.com;globalsupplychain.test.att.com;premier.test.att.com;secure-az-stage-e.cloud.att.com;test2.att.com;utf.test.clogin.att.com;services-finalstage.att.com;a104-94-222-144.deploy.static.akamaitechnologies.com;test5.att.com;lgw-nprod-az.test.att.com;test3.att.com;fs.att.com;api-test-dmp.wireless.att.com;stageaz-copyright.att.net	Akamai Technologies, Inc.	AS33905	AkamaiGHost			Bad Request	
144.160.96.172	443	ragaallvgw.gpvpn.att.com;ratxdalvgw.gpvpn.att.com;prtl-lv.gpvpn.att.com	AT&T Services, Inc.	AS797				GlobalProtect Portal	
32.65.38.213	443	VUSSTLA1.att.com;vusstla1.attglobal.net	AT&T Global Network Services, LLC	AS7018					
32.65.34.53	443	VUSSTTA1.att.com;vusstta1.attglobal.net	AT&T Global Network Services, LLC	AS7018					
144.160.233.61	443	stacm.teleconference.att.com;stacm.ccgwsl-st.teleconference.att.com	AT&T Services, Inc.	AS797					
144.160.233.138	443	confssp.att.com	AT&T Services, Inc.	AS797					
32.65.198.37	443	VUSLNNA1.att.com;vuslnna1.attglobal.net	AT&T Global Network Services, LLC	AS7018					
144.160.230.98	443	intl.paymentstatus.att.com	AT&T Services, Inc.	AS797					
12.194.22.42	443	sasvpdl.callvantage.att.com;sasvpdl4r3vdna.ncs.att.com;sasvpdlr3vdna.att.com;sasvpdl2r4vdna.ncs.att.com;sasvpdl3r4vdna.ncs.att.com;sasvpdl3r3vdna.ncs.att.com;sasvpdl2r3vdna.ncs.att.com;sasvpdlr2vdna.att.com;sasvpdlbr4vdna.att.com;sasvpdlb.callvantage.att.com;sasvpdlr4vdna.att.com;sasvpdl1r2vdna.ncs.att.com;sasvpdl3r2vdna.ncs.att.com;sasvpdl1r3vdna.ncs.att.com;sasvpdlat4gavdna.att.com;sasvpdl1r4vdna.ncs.att.com;sasvpdl4r2vdna.ncs.att.com;sasvpdl2r2vdna.ncs.att.com;sasvpdlbr2vdna.att.com;sasvpdl4r4vdna.ncs.att.com;sasvpdlbr3vdna.att.com	AT&T Worldnet Services	AS7018	Apache httpd			Restricted Page	
144.160.233.155	443	tsnrui-waf-prodb-alp.it.att.com	AT&T Services, Inc.	AS797				Request Rejected	
32.64.164.5	443	VJPTOKA1.att.com;vjptoka1.attglobal.net	AT&T Enterprises, LLC	AS2687					
104.96.179.138	443	testaz.copyright.att.net;api.ato.cloud.att.com;mail-gaalpa1msl.exch.att.com;r-tst1.test-e.att.com;copyrightnew.stage.att.net;autodiscover.atttest.com;idprep-mpie.test-e.att.com;idp-mpie.test-e.att.com;failover-finalstage.att.com;cd.ato.cloud.att.com;dmp.test-e.att.com;a104-96-179-138.deploy.static.akamaitechnologies.com;pre-fs.att.com;bcmock.stage-e.att.com;secure-az-qc-test-e.cloud.att.com;stageaz-copyright.stage.att.net;biz-tst3.test-e.att.com;oidc.stage.blogin.att.com;mascert-nprd-eh-01.att.com;hdr3-oidc.test.att.com;m.stage.att.com;abshdr.test.att.com;review.attbelieves.com;idprep-fie.test-e.att.com;akastage-finalstage.att.com;bcst4.test.att.com;biz-tst1.test-e.att.com;brandcenter.test.att.com;lgw-dev-az.test.att.com;abshdr2.test.att.com;idpb2b-mpie.test-e.att.com;finalstage.att.com;bcuat2.stage-e.att.com;test6.att.com;tacs-ingress-test.att.com;troubleshoot-test2.test.att.com;csdktv.test.att.com;hdr-oidc.test.att.com;copyrightcms.stage.att.net;r-tst3.test-e.att.com;lgw-nprod-perf-az.test.att.com;aem-business.test-e.att.com;r-tst4.test-e.att.com;failover-fs.att.com;utf.stage.clogin.att.com;troubleshoot-test3.test.att.com;pre-finalstage.att.com;idc.test.att.com;akastage-identity.atttest.com;lgw-nprod-uat-az.test.att.com;idpb2b-fie.test-e.att.com;portal.ato.cloud.att.com;identity.atttest.com;boauthaccess.test.att.com;hdr2-oidc.test.att.com;r-tst2.test-e.att.com;biz-tst2.test-e.att.com;copyright-azeast.stage.att.net;dtv-auth.test.att.com;mail-cafrfd1msl.exch.att.com;aem-firstnet.test-e.att.com;in.ato.cloud.att.com;aem-preprodbusiness.test-e.att.com;bcuat4.stage-e.att.com;best-az.test.att.com;pre-brandcenter.test.att.com;bcuat3.stage-e.att.com;cdi.web.att.com;bcuat1.stage-e.att.com;idp-fie.test-e.att.com;tst.stage.att.com;globalsupplychain.test.att.com;premier.test.att.com;secure-az-stage-e.cloud.att.com;test2.att.com;utf.test.clogin.att.com;services-finalstage.att.com;test5.att.com;lgw-nprod-az.test.att.com;test3.att.com;fs.att.com;api-test-dmp.wireless.att.com;stageaz-copyright.att.net	Akamai Technologies, Inc.	AS33905	AkamaiGHost			Bad Request	
12.194.22.67	443	utildl4r3vdna.ncs.att.com;utildl3r3vdna.ncs.att.com;utildl4r3vdna.att.com;utildl3r2vdna.ncs.att.com;utildl1r3vdna.ncs.att.com;utildl2r4vdna.ncs.att.com;utildl2r3vdna.att.com;utildl3r2vdna.att.com;utildl4r4vdna.ncs.att.com;utildl1r4vdna.ncs.att.com;utildl3r3vdna.att.com;utildl1r3vdna.att.com;utildl1r2vdna.ncs.att.com;utildl4r4vdna.att.com;utildl1r2vdna.att.com;utildl4r2vdna.ncs.att.com;utildl3r4vdna.att.com;utildl3r4vdna.ncs.att.com;utildl2r4vdna.att.com;utildl2r2vdna.att.com;utildl1r4vdna.att.com;utildl2r2vdna.ncs.att.com;utildl4r2vdna.att.com;utildl2r3vdna.ncs.att.com	AT&T Worldnet Services	AS7018	Apache httpd			Restricted Page	
